buoy,date,depth,temperature,salinity,sigma_t
M01,2013-11-01,996921e31,9.053347777777777,34.658552677083335,26.842534789583333
M01,2013-12-01,1,8.186271975806452,33.39636640456989,25.98616351545699
M01,2013-12-01,996921e31,9.029757661290322,34.61613682795699,26.813104868951612
M01,2014-01-01,1,5.693604239569313,32.54722443472409,25.643858806191115
M01,2014-01-01,996921e31,9.09803245967742,34.57078850134408,26.76648958467742
M01,2014-02-01,1,4.501743591654248,32.614288403874816,25.837638575260804
M01,2014-02-01,996921e31,9.577118898809523,34.692196052827384,26.78316248735119
M01,2014-03-01,1,4.084072177419355,32.70168993884408,25.949659081989246
M01,2014-03-01,996921e31,9.467202755376345,34.640499018145164,26.760995400537634
M01,2014-04-01,1,5.20022,32.69495911111111,25.824325960416665
M01,2014-04-01,996921e31,9.233119166666667,34.53503956805555,26.71677451111111
M01,2014-05-01,1,7.972044466936572,32.24465918556005,25.10391597165992
M01,2014-05-01,996921e31,8.737522484807563,34.41440404659014,26.701043474004052
M01,2014-06-01,1,11.885909305555556,32.328405420833334,24.527242203472223
M01,2014-06-01,996921e31,8.530939930555556,34.31760186527778,26.657670135416666
M01,2014-07-01,1,13.851404569892473,32.15372857392473,24.01373134811828
M01,2014-07-01,996921e31,8.11773125,34.20406359341398,26.631099474462367
M01,2014-08-01,1,17.0450375672043,32.38666798454301,23.495333052419355
M01,2014-08-01,996921e31,8.902607997311828,34.508439782930104,26.74735494018817
M01,2014-09-01,1,16.381530919220054,32.59582710445682,23.8030855362117
M01,2014-09-01,996921e31,8.775749442896936,34.51326470543175,26.772706224930364
M01,2014-10-01,1,13.906474798387096,33.042614875672044,24.692113835349463
M01,2014-10-01,996921e31,9.089981384408603,24.339536988646287,22.040964757378983
M01,2014-11-01,1,11.179754097222222,33.39721983472222,25.493941130555555
M01,2014-11-01,996921e31,9.025614930555555,15.690414982638888,12.039853298611112
M01,2014-12-01,1,9.58795181451613,33.6888211827957,25.996171547043012
M01,2014-12-01,996921e31,9.349864784946236,14.28755801545699,11.206662169087974
M01,2015-01-01,1,7.369244489247312,33.27528093548387,26.008243039650537
M01,2015-01-01,996921e31,9.395234610215054,11.988213883064516,10.032362633333333
M01,2015-02-01,1,4.797713244047619,32.83477295904691,25.96373496053611
M01,2015-02-01,996921e31,9.5277171875,11.233409961681547,NA
M01,2015-03-01,1,3.4562491935483872,32.42068965389785,25.784422833333334
M01,2015-03-01,996921e31,9.264828629032259,11.07613209726688,NA
M01,2015-04-01,1,4.555881597222222,32.6226631,25.83658205
M01,2015-04-01,996921e31,8.987888611111112,NA,NA
M01,2015-05-01,1,7.2298569892473115,32.407745352150535,25.340236842069892
M01,2015-05-01,996921e31,8.95232123655914,10.72609314217759,10.194479666666666
M01,2015-06-01,1,11.235055555555556,32.232336233333335,24.562968255555557
M01,2015-06-01,996921e31,8.51339763888889,12.45471817191977,10.32514346653144
M01,2015-07-01,1,16.602480309139786,32.122581782930105,23.38520971908602
M01,2015-07-01,996921e31,7.860140188172043,14.117232108870967,11.300411764563107
M01,2015-08-01,1,19.841074663978496,31.993751370967743,22.50748791263441
M01,2015-08-01,996921e31,8.439432930107527,11.336993653883495,10.29168275
M01,2015-09-01,1,17.760884791666665,32.42963683263889,23.35867103611111
M01,2015-09-01,996921e31,8.613216527777778,NA,NA
M01,2015-10-01,1,13.160665725806451,32.54614295362903,24.456628403225807
M01,2015-10-01,996921e31,8.782813306451613,NA,NA
M01,2015-11-01,1,10.916882032927703,33.13374071581961,25.33643283679313
M01,2015-11-01,996921e31,8.693286288585787,34.475943193442625,26.757249126229507
M01,2015-12-01,1,9.313812029569892,33.26224239852151,25.70723830577957
M01,2015-12-01,996921e31,8.45246928763441,34.399863317876346,26.734267649193548
M01,2016-01-01,1,7.267454704301075,32.964530571908604,25.772510237231185
M01,2016-01-01,996921e31,8.384895430107527,34.35884786357527,26.712474848790322
M01,2016-02-01,1,5.2324980603448275,32.27989947054598,25.491677362787357
M01,2016-02-01,996921e31,8.49173125,34.33271390876437,26.675262201867817
M01,2016-03-01,1,4.989200739247312,32.30220541733871,25.537927821236558
M01,2016-03-01,996921e31,8.664812029569893,34.34782711760753,26.66057754233871
M01,2016-04-01,1,5.524060347222222,32.210260713888886,25.402783321527778
